,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam
964,sân bay quy nhơn không dùng vào mục đích như tên gọi từ khoảng năm 1995 2000 trở đi rồi  thời đó mình chưa tới 10 tuổi  giữa lê duẩn và diên hồng là các bãi đất trống  vị trí đậu máy bay trực thăng ở ngay ngân hàng vietcombank bây giờ  mỗi lần có máy bay đáp là mấy đứa nhỏ từ khắp xóm xung quanh  từ các con hẻm chạy ùa ra để xem  cánh quạt máy bay trực thăng gần đụng vào vị trí đứng xem của lũ nhóc bọn mình  quy nhơn ngày ấy đất rộng  bình yên  không bao giờ gọi là tp du lịch như bây giờ  sau năm 2000 thì bắt đầu quy hoạch xây dựng ngân hàng ở khu này  mình đá banh từ năm 2000 đến năm 2008 đến lúc học đh thì bãi đất ở vietcombank là bãi đất cuối cùng còn xót lại đã được xây lên  riêng vị trí công viên bãi cỏ cột cờ như bây giờ từ khi không dùng làm sân bay thì nổi lên là điểm thả diều vào dịp hè  thời gian gần đây tỉnh nhà phát triển du lịch  ốp đá  tạo không gian đi bộ văn minh và sạch đẹp  tuy nhiên vẫn còn nhiều người không ý thức vứt rác bừa bãi  chỉ có đi tuần tra  bắt xử phạt mới nâng cao ý thức được thôi  còn cứ bỏ đó thì vẫn cứ xả bừa bãi ,3,0,0,0,0,0
966,đi tháng 10 biển động mạnh không qua hòn khô được  biển dân sinh tự khai thác đường khá xấu và cực kỳ nhiều rác,2,0,0,0,0,0
985,50k vé vào cổng và      chỉ có tham quan  khu vực rất rộng và rỗng  không có quá nhiều hoạt động vui chơi hay thăm thú  ít trò chơi  ít khu ngắm cảnh  ít chỗ chụp hình  vé chơi trò chơi cũng khá mắc cảm nhận chung nếu đi teambuiding mua vé trọn gói trò chơi thì chắc sẽ đỡ chán hơn  còn tham quan  ngắm cảnh  mong chờ giống đầm sen hay suối tiên thì     thôiiii ,4,0,0,0,0,0
1005,âm thanh quá dỡ  nhân viên phục vụ không chuyên nghiệp,2,0,0,0,0,0
1015,bãi cát đẹp long lanh lung linh luôn  nhiều booth khu vực sống ảo dành cho team tiktok với fbooker như mình nha  làm chục shot hình cháy máy luôn  nước biển trong veo nhìn thấy bàn chân luôn nha mọi người  khu vực nhà hàng giá cả hợp lý  ko chèo kéo khách  khu vực vệ sinh  tắm nước ngọt sạch sẽ miễn phí  lều chòi giá cả phải chăng ko chém khách du lịch  mình đi ca nô trọn gói 270người nên ko mất phí gì thêm nhé cả nhà,5,0,0,0,0,0
1046,đến nơi bảo vệ đòi tiền tip  không bán vé khách lẻ  không cụ thể trong việc bán vé  không có chỗ đậu xe  khách lẻ bắt phải ghép tour với khách đoàn nếu bảo vệ liên hệ ghép tour  trải nghiệm rất tệ  bắt xe lên và về không được gì  t,2,0,0,0,0,0
1052,tên bãi trứng có lẽ do có nhiều viên đá tròn cạnh biển  hình dạng nhìn giống quả trứng cảnh biển thì lúc nào cũng đẹp nhẹ nhàng  nơi đây có vẻ là nơi du khách ghé chụp hình khá nhiều ,5,0,0,0,0,0
1054,bữa ăn 5 người có khách ta  khách tây  gọi đồ ăn lâu  nhân viên phục vụ chậm và không tư vấn được cho khách,1,0,0,0,0,0
1059,tôi cảm thấy rất ấn tượng về roftop này thật sự đã mang lại cho tôi một buổi tối tuyệt với,4,0,0,0,0,0
1089,nước trong vắt  nơi bạn có thể bơi  nhiều tầng thác nước  tất nhiên là các cửa hàng trước khi bạn đến đó  nhưng đó cũng là một phần của các chuyến tham quan ,5,0,0,0,0,0
1092,nơi tuyệt vời với các cuộc triển lãm tương tác tuyệt vời  một trong những phát triển mới thú vị hơn ở việt nam ,5,0,0,0,0,0
1094,dịch vụ tốt  giá cả vừa phải,4,0,0,0,0,0
1117,hồ bơi hơi bẩn và để không đó hơi lãng phí ,1,0,0,0,0,0
1118,rạp nằm trên tầng ba của bigc quy nhơn có diện tích khá rộng rãi  bạn có thể đi lên bằng thang máy hoặc tháng cuốn  nhân viên quầy vé vui vẻ  nhiệt tình  có khu ngồi chờ trước giờ chiếu đẹp thoáng  có chỗ chụp hình cho các bạn trẻ có dịp lưu giữ kỉ niệm  tuy nhiên hôm mình đi xem suất khuya thì rất nóng và hình như là không có bật điều hòa ,5,0,0,0,0,0
1129,các bé nhà mình rất thích hồ bơi ngoài trời tại đây,5,0,0,0,0,0
1157,nước biển khá trong  tuy nhiên ko có dịch vụ nhiều nên chưa quản lý tốt  tuy nhỏ nhưng lại có nhiều rác  nên trải nghiệm đi cano tham quan quanh hòn khô  như vậy mới thấy được hết cái đẹp nơi đây  mình đi từ sáng sớm để đỡ đông người nhưng rất tiếc ko được chiêm ngưỡng con đường nổi cắt ngang biển vì đúng thời điểm nước lên  mọi người nên đi vào ngày đầu tháng hoặc giữa tháng,4,0,0,0,0,0
1168,không gian hoạt động giáo dục khoa học  sáng tạo cho thiếu nhi thật tuyệt vời  ,5,0,0,0,0,0
1206,đi xem phim cua lại vợ bầu  suất chiếu cuối 23 20 nhưng có một chút lỗi kĩ thuật  tuy nhiên anh bán vé rất ân cần  chu đáo giải quyết vấn đề  rạp oke về mặt hình ảnh  âm thanh  ghế ngồi thoải mái điểm trừ là về mặt vệ sinh  không biết có phải vì là suất cuối  mà nước  bắp của suất chiếu trước không ai dọn dẹp cả  vẫn còn y nguyên  đề nghị ban quản lý nên khắc phục và chuyên nghiệp hơn ,4,0,0,0,0,0
1225,vườn hoa rộng  thoáng  sạch  sát biển  cạnh khách sạn hải âu khu vui chơi trẻ em hoạt động các buổi tối và cả ngày vào t7  chủ nhật  nhiều trò như bể bóng  xe điện  bể câu cá  đu quay   ,3,0,0,0,0,0
1229,không gian rộng rãi  nhiều dịch vụ giải trí phù hợp với gia đình  đội ngũ nhân viên bán vé hơn chậm ko linh hoạt lắm,4,0,0,0,0,0
1241,nhiều lựa chọn nhưng nhân viên sales thì thô lỗ,1,0,0,0,0,0
1264,khu vui chơi sicakids tại phường bình định    tx an nhơn    tỉnh bình định là địa điểm vui chơi giải trí cho các em nhỏ từ 2   9 tuổi với đa dạng trò chơi vận động  trí não   được đầu tư cơ sở vật chất bài bản  trang thiết bị hiện đại duy nhất tại địa phương không gian thoáng mát máy lạnh 2424 mình đưa con đên đây chơi và cảm thấy hài lòng  giá vẻ chỉ 30k vé chơi cả ngày mình ủng hộ loại hình giải trí này tại địa phương giúp các bé tránh xa ipad  smart phone hữu hiệu ,5,0,0,0,0,0
1275,nơi vui chơi giải trí của người dân thành phố quy nhơn  tại đây bạn có thể đưa con trẻ đến tham gia các hoạt động vui chơi  khu trò chơi trẻ em trong công viên  đi dạo  uống nước ngắm biển về đêm  tắm biển   có wc  tắm nước ngọt,4,0,0,0,0,0
1309,cô ấy đã chào đón gia đình chúng tôi bằng những món quà dễ thương cho các con tôi ,4,0,0,0,0,0
1311,nhìu view sống ảo và có chỗ thuê chòi tổ chức picnic chòi lớn nhỏ cho từng nhu cầu  sức chứa lớn nhất khoảng 30 40ng  được đem loa vào để ca hát nhảy múa xe máy đi cẩn thận ô tô vào được  đường nhỏ quan sát nếu 2 xe cùng lúc thì hơi khó đi,5,0,0,0,0,0
1313,khá nhiều mô hình và thí nghiệm khoa học  nội dung chiếu trong rạp còn hơi sơ sài,4,0,0,0,0,0
1325,wifi yếu thật sự  mình nghĩ nên khắc phục ạ,3,0,0,0,0,0
1334,chuyến đi tuyệt vời  điểm tham quan tuyệt vời  công ty tuyệt vời  hướng dẫn viên du lịch rất tốt  phat boy   người rất kiên nhẫn và dễ nói chuyện     anh ấy sẽ đưa bạn đến tất cả những nơi tốt nhất để ăn  tôi thật sự đề nghị tua du lịch này   ,5,0,0,0,0,0
1338,hồ bơi nên được dọn dẹp thay nước mỗi ngày ,1,0,0,0,0,0
1342,quá tệ thái độ của nhân viên cực tệ nhất là 1 bạn nam cao to trong đó khách kêu od bạn í cứ lơ đi  thậm chí không thèm nhìn 1 cái tôi sẽ không bao giờ tới đây nữa     nhân viên thì để các trẻ nhỏ hất cát tứ tung tôi nhắc nhở thì tỏ thái độ,1,0,0,0,0,0
1345,1  khu vực mát mẻ  chuồng trại sạch sẽ  chỉ có ngang qua chuồng dê hơi có mùi   2  chưa đa dạng các loại thú lắm 3  nếu có thời gian thì bên trong có trò bắt cá bằng tay  hồ thiên nga đạp vịt  cho cá ăn  khu vui chơi thiếu nhi 4  chim  chim công đi ra đường gặp khách không sợ luôn  rất dạn dĩ nè  5  giá vé  vé xe điện thì hơi cao  đi có bé nhỏ nên không ở được lâu nên 45 là xem hết rồi 6  nếu có thêm thuỷ cung thì sẽ đa dạng hơn,4,0,0,0,0,0
1352,là một địa điểm du lịch không thể thiếu khi đến bình định  rất đẹp và mat   đi du lịch vào mùa hè thì quá tuyệt vờicó đầy đủ các trò chơi từ dưới nước lên đến leo núi  không gian rộng rãi thích hợp cho đi da  ngoại cắm trại  khuyến khích đi cả ngày để trãi nghiệm hết tất cả các trò chơi  khám phá hết các khu chụp hình tự sướng rất đẹp ,5,0,0,0,0,0
1355,sân mới sửa lại  thay toàn bộ mặt cỏ mới  mặt cỏ đẹp  ngang tầm mặt cỏ quốc tế  ghế ngồi đẹp  rộng rãi  thoáng mát   ,5,0,0,0,0,0
1361,tôi k nghĩ là quy nhơn có spa chuyên nghiệp như vậy   bước vào trong có mùi hương tinh dầu tạo cảm giâc thoải mái và dễ chịunhân viên tư vần nhiệt tình dễ thương   ktv chuyên nghiệp bài bản    cảm giác thoải mái khi đến nơi này   quán nằm ngay ngả tư chương dương va nguyễn thị định    để ý mới thấy vì bảng hiệu đặt bên trong   ,5,0,0,0,0,0
1392,địa điểm nhìn nhếch nhác  tối  cũ  chỉ có phòng 1 người  có bồn tắm bên trong  kiểu  thư giãn  sau chầu rượu cho các ông  giá đắt hơn các spa xịn khác có dịch vụ massage  nếu bạn là phụ nữ hoặc nam mà thật sự cần massage để thư giãn trong sáng  đi nhóm   thì không nên đến đây ,2,0,0,0,0,0
1413,ngày thường hơi ít khách  nhưng dịch vụ rất tốt  có thẻ thành viên được nhiều ưu đãi khi xem phim ,5,0,0,0,0,0
1443,okay nha bà con  trong đây hàng quán nhiều vô đối  có nhiều quán ngon  bánh thì mình thấy breadtalk okay hơn  ngoài ra thì ko có hoạt động vui chơi gì  chủ yếu ăn uống vs mua sắm quần áo  mỹ phẩm thôi nha,3,0,0,0,0,0
1451,khu di tích bán vé nhưng dịch vụ vệ sinh quá tệ  không có nước  không có người quản lý  không bao giờ quay lại,1,0,0,0,0,0
1453,phong cảnh thiên nhiên hung vĩ  non nước hưu tình  thích hợp vui chơi  tham quan  da ngoai  phù hợp với tất cả mọi lưa tuôi,4,0,0,0,0,0
1454,thích hợp cho những buổi tiệt tùng dã ngoại nhớ thu gom rác trước khi ra về để công viên luôn xanh xạch đẹp,5,0,0,0,0,0
1483,đã hơn 60 năm hình thành và phát triển  cho đến nay  tuy phải trải qua muôn vàn gian khó nhưng nhà hát tuồng đào tấn vẫn giữ được truyền thống là một trong những con chim đầu đàn trong số các đơn vị biểu diễn kịch hát truyền thống mang tầm vóc quốc gia  luôn nhận được sự đánh giá cao của khán giả trong nước  nghệ thuật tuồng đào tấn cũng đã đến với nhiều quốc gia trên thế giới như  liên xô cũ  anh  pháp  đức  ba lan  tiệp khắc cũ  bun  ga ri  lào  cam pu chia   và đã nhận được sự hoan nghênh  tán thưởng của bạn bè quốc tế  trong quá trình hoạt động nghệ thuật  nhà hát đã  giành được nhiều phần thưởng  giải thưởng cấp quốc gia  rất nhiều nghệ sỹ  được nhà nước phong tặng danh hiệu nsnd  nsưt ,5,0,0,0,0,0
1490,trò chơi cho bé có may thì hư máy thì cho xu vào ko hoạt động ,3,0,0,0,0,0
1500,rộng  đẹp  sạch  văn minh  phù hợp cho chạy bộ  thể dục  đi dạo  cv bán nhiều đồ ăn vặt nên thi thoảng có khá nhiều rác  buổi chiều có  thể xem bóng chuyền bãi biển ,4,0,0,0,0,0
1526,đó là một thiên nhiên tuyệt vời  văn hóa và hướng dẫn  tất nhiên  thác nước trong vắt là một kiệt tác  trời lạnh nhưng bạn có thể bơi trong khoảng thời gian vừa đủ  ngoài ra  sau khi trồi lên không bị dính như khi xuống biển hoặc ở vũng tàu  rau hữu cơ từ lào  thị trường nhập khẩu từ trung quốc và việt nam tiếp giáp với nhau  di cư ở miền xuôi của người dân núi cao từ ngành du lịch ở việt nam  tôi cảm nhận được du lịch sinh thái và kinh tế thị trường trong chủ nghĩa xã hội  tôi không nghĩ mình đã có thể đạt đến cảm giác đó nếu không có sự giải thích của anh duy từ hướng dẫn viên ,5,0,0,0,0,0
1540,nancy là người có nhiều kiến thức và rất vui khi được đồng hành trong chuyến du lịch được cá nhân hóa này ,4,0,0,0,0,0
1557,gần như có tất cả các đặc sản của bình định  mình thích nhất là rượu bàu đá  uống rất mạnh mà nhanh tỉnh,5,0,0,0,0,0
1563,tuyệt vời và đáng tin cậy  rất thân thiện và hữu ích  rất khuyến khích  bất cứ khi nào tôi trở lại việt nam  tôi chắc chắn sẽ sử dụng,5,0,0,0,0,0
1564,khu du lịch ghềnh ráng tiên sa là khu du lịch vô cùng nổi tiếng ở thành phố biển quy nhơn  vì nằm gần ngay trung tâm thành phố nên thu hút đông đảo du khách trong và ngoài nước  đến đây du khách sẽ được chiêm ngưỡng một vẻ đẹp thiên nhiên tuyệt mỹ ,5,0,0,0,0,0
1566,không đáng tiền và mọi ng sẽ say sóng nếu đi ngắm san hô 15  ngồi thuyền ngắm mất thêm 50k ngừoi,2,0,0,0,0,0
1574,không gian công viên xanh mát  gần biển hài hòa không khí mùa hè cũng như mùa đông  điểm đến lý tưởng để vui chơi  hẹn hò của tất cả mọi người khi ghé quy nhơn ,5,0,0,0,0,0
1575,ở đây phải gọi điện thoại đặt trước  đi theo đoàn thì mới được vào  nếu đi riêng lẻ mà không báo trước sẽ không được vào bác bảo vệ rất thân thiện  bác nhẹ nhàng trả lời tất cả các câu hỏi của mình khuôn viên rộng và đẹp ,5,0,0,0,0,0
1581,kho lam moi tim đuoc spa massage hop y voi minh đen vay luon    nhan vien chu đao đen tung chi tiet nho    khong gian thi sieu am cung lai sang trong nua  hong hieu sao buoc vao đay nguoi minh nhe han đi  am thanh  mui huong thoai mai lam hau nhu đa trai nghiem het cac goi dich vu o tron  nhung minh thich nhat la goi massage body    chon han goi 90p len vua xong hoi vua giai con moi qua chuan luon,5,0,0,0,0,0
1598,địa điểm này nên đi vào tầm 3h 4h chiều và chơi đến tối để có thể trải nghiệm được hết các trò chơi bắn cung  leo núi  cưỡi bò tót  đặc biệt là các trò chơi dưới nước vì sáng đến trưa nắng rất gắt  khó để tham gia được các hoạt động ngoài trờidưới nước  không gian rộng rãi để các đơn vị tổ chức teambuilding  hội nghị cuối năm ,5,0,0,0,0,0
